id,direccion,cupos,operador,tipo
150168,shRbA24XGl,1,75084,ESPORADICO
150169,nDOEgy3PYN,2,75085,ESPORADICO
150170,OGpjQp6PY5,1,75085,ESPORADICO
150171,IlrwhuQdYL,3,75086,ESPORADICO
150172,RNSTdDbPOE,2,75086,ESPORADICO
150173,pfVoQb2jyt,3,75087,ESPORADICO
150174,QLTmBFPFMx,3,75087,ESPORADICO
150175,GrsxvwVTVR,2,75088,ESPORADICO
150176,b8ITeR7G1l,1,75088,ESPORADICO
150177,4bMhFBHxPl,4,75089,ESPORADICO
150178,96eh1Nl6Gp,1,75089,ESPORADICO
150179,MRbrfp3 Ur,3,75090,ESPORADICO
150180,nJr9vEJ8mo,2,75090,ESPORADICO
150181,s1p9uSOSQ7,1,75091,ESPORADICO
150182,RtCCz4fvka,4,75091,ESPORADICO
150183,imaKBcrBER,3,75092,ESPORADICO
150184,iUdqmuCS31,4,75092,ESPORADICO
150185,G8mbJZYEj9,3,75093,ESPORADICO
150186,EgqEKRd80j,3,75093,ESPORADICO
150187,fJJz7xUK5S,3,75094,ESPORADICO
150188,lveQWuS pk,1,75094,ESPORADICO
150189,zm98wJzkig,3,75095,ESPORADICO
150190,DCTuwsGnSd,3,75095,ESPORADICO
150191,CKqbSoizNB,4,75096,ESPORADICO
150192,Y8JsceX0VF,3,75096,ESPORADICO
150193,VcwsHZ9KRC,4,75097,ESPORADICO
150194,makVlRe0Uj,3,75097,ESPORADICO
150195,0fqewkR4m ,2,75098,ESPORADICO
150196,VbsMvJv7R7,1,75098,ESPORADICO
150197,sB6uR1qRRg,3,75099,ESPORADICO
150198,eHYbaB4Uvj,2,75099,ESPORADICO
150199,jbMxpFav0z,3,75100,ESPORADICO
150200,aHUa9FuYlT,4,75100,ESPORADICO
150201,cAcBvmELFK,4,75101,ESPORADICO
150202,JiPl8UXrqD,1,75101,ESPORADICO
150203,7Du6lkmZw4,3,75102,ESPORADICO
150204,Rwn9f5H5rd,1,75102,ESPORADICO
150205,VeoaDiwws2,3,75103,ESPORADICO
150206,3 RchrfoUn,3,75103,ESPORADICO
150207,dTSHu 8N63,3,75104,ESPORADICO
150208,5PRhppUy8Q,2,75104,ESPORADICO
150209,gy6XGv l0w,1,75105,ESPORADICO
150210,5oeXYbJhBY,1,75105,ESPORADICO
150211,i1mXWDGygz,3,75106,ESPORADICO
150212,6pgeFElA7F,4,75106,ESPORADICO
150213,9Q4NQW4J7m,1,75107,ESPORADICO
150214,nJByBn7ReC,4,75107,ESPORADICO
150215,m2R2ckGhgr,2,75108,ESPORADICO
150216,G9pK9L9qBi,4,75108,ESPORADICO
150217,595Nvf5x3K,1,75109,ESPORADICO
150218,52VenEKMdG,2,75109,ESPORADICO
150219,neg7YngKhS,1,75110,ESPORADICO
150220,5Jjey4U1tq,1,75110,ESPORADICO
150221,Vb85zHonMs,2,75111,ESPORADICO
150222,PTwx6Niz9G,4,75111,ESPORADICO
150223,FmKWcmxEET,2,75112,ESPORADICO
150224,DNIRvUMSaR,4,75112,ESPORADICO
150225,jKfluUdJzB,2,75113,ESPORADICO
150226,38f5fUwKho,4,75113,ESPORADICO
150227,hv9uEHmNBh,4,75114,ESPORADICO
150228,qozPwnXlk3,1,75114,ESPORADICO
150229,rMEt8sQU8Z,4,75115,ESPORADICO
150230,Zr3DxjAxbB,1,75115,ESPORADICO
150231,plgiLhSLxp,4,75116,ESPORADICO
150232,AsL EO4mry,3,75116,ESPORADICO
150233,hI9HS1JLG8,4,75117,ESPORADICO
150234,oqfag9dcaK,1,75117,ESPORADICO
150235,H 3YI2dJGA,3,75118,ESPORADICO
150236,JyAmhFSxM7,2,75118,ESPORADICO
150237,yBUei3RAe5,3,75119,ESPORADICO
150238,B4dmwWno4H,2,75119,ESPORADICO
150239,AQQS2QeKUs,2,75120,ESPORADICO
150240,pfmxNURU6Z,2,75120,ESPORADICO
150241,3VqWwwMkB3,4,75121,ESPORADICO
150242,AIT8EtK5jq,4,75121,ESPORADICO
150243,gVjS wIYXz,2,75122,ESPORADICO
150244,5kRYQkmJLs,3,75122,ESPORADICO
150245,lIhIRQSaK6,2,75123,ESPORADICO
150246,zDbtUXWER7,3,75123,ESPORADICO
150247,iSqY7Ybq7Q,3,75124,ESPORADICO
150248,UaaMUVroGf,1,75124,ESPORADICO
150249,1bKc6WXLV0,1,75125,ESPORADICO
150250,hY  ACXCgr,4,75125,ESPORADICO
150251,JlShIDrpGr,4,75126,ESPORADICO
150252,KRfNGthuhl,2,75126,ESPORADICO
150253,8zWLT5I4Qo,4,75127,ESPORADICO
150254,esbJd5lmkk,2,75127,ESPORADICO
150255,rWySNUdxXj,1,75128,ESPORADICO
150256,3XdWQq8TGt,2,75128,ESPORADICO
150257,LyxKyJAEyt,4,75129,ESPORADICO
150258,NsWttqDRLy,2,75129,ESPORADICO
150259,B6IWdoK0v7,1,75130,ESPORADICO
150260,AsdbtOgw87,2,75130,ESPORADICO
150261,0rG 91O1Nc,2,75131,ESPORADICO
150262,PsDsHNqa6v,2,75131,ESPORADICO
150263,6SuGwV3feY,2,75132,ESPORADICO
150264,xgU2F9aZzU,1,75132,ESPORADICO
150265,ySkxzW6Hj0,4,75133,ESPORADICO
150266,cfqutFkMGU,1,75133,ESPORADICO
150267,HLmkcmE46n,4,75134,ESPORADICO
150268,uXq5M2Oct8,3,75134,ESPORADICO
150269,357Hr9FYGn,2,75135,ESPORADICO
150270,zA bnwoR5c,3,75135,ESPORADICO
150271,stmtr1 MlN,4,75136,ESPORADICO
150272,UrwhDIEcUP,2,75136,ESPORADICO
150273,E3xAry9UfV,1,75137,ESPORADICO
150274,OzgoFLKhyI,4,75137,ESPORADICO
150275,16E9v9baMj,3,75138,ESPORADICO
150276,zfddXdMZdw,4,75138,ESPORADICO
150277,CxdNSzG me,2,75139,ESPORADICO
150278,KMVitxUiXU,3,75139,ESPORADICO
150279,kxbrLFN2qp,1,75140,ESPORADICO
150280,x8tNxAmoYj,1,75140,ESPORADICO
150281,qTecbefmx2,3,75141,ESPORADICO
150282,oHTiGvplHq,4,75141,ESPORADICO
150283,wxnYHnPKGg,4,75142,ESPORADICO
150284,CJvAhLQGuN,2,75142,ESPORADICO
150285,cr1SgB4r07,1,75143,ESPORADICO
150286,yzdZWTTKIj,2,75143,ESPORADICO
150287,MwlDI3n2hv,3,75144,ESPORADICO
150288,NZXv32Ngcr,2,75144,ESPORADICO
150289,PMEm99VoFx,2,75145,ESPORADICO
150290,p laF3JkTA,1,75145,ESPORADICO
150291,qwwU5aovgL,4,75146,ESPORADICO
150292,wAk9nBGe36,2,75146,ESPORADICO
150293,AnztgJC5Bz,1,75147,ESPORADICO
150294,ez4fbmI7VI,1,75147,ESPORADICO
150295,FO9 O7m7Ku,4,75148,ESPORADICO
150296,xxPugyoVM8,4,75148,ESPORADICO
150297,YzaUEYYg9T,1,75149,ESPORADICO
150298,TChx87Kf1r,4,75149,ESPORADICO
150299,D 0LM6Ctee,4,75150,ESPORADICO
150300,5sep7KEFWq,3,75150,ESPORADICO
150301,3Ay dsHrq6,2,75151,ESPORADICO
150302,VXQghrBUfu,4,75151,ESPORADICO
150303,mCk4QVDtyW,4,75152,ESPORADICO
150304,5y7wcr8IL9,1,75152,ESPORADICO
150305,iYaVC3GcoT,3,75153,ESPORADICO
150306,f5DETlqqXV,1,75153,ESPORADICO
150307,YbUQFASaEU,4,75154,ESPORADICO
150308,Ok0aorERlH,3,75154,ESPORADICO
150309,fRaoEY0vSb,3,75155,ESPORADICO
150310,DzBceh3uhT,3,75155,ESPORADICO
150311,6PMr4V9CxN,2,75156,ESPORADICO
150312,SacPFSH7QN,2,75156,ESPORADICO
150313,fgqPdnxkeh,2,75157,ESPORADICO
150314,nkArcE63yj,2,75157,ESPORADICO
150315,dJLdbGq3fm,2,75158,ESPORADICO
150316,rzfYrYk2ln,2,75158,ESPORADICO
150317,etABeCSq4B,2,75159,ESPORADICO
150318,brbqL5CkX6,1,75159,ESPORADICO
150319,z4lMRNciFX,2,75160,ESPORADICO
150320,YhPstRl pW,3,75160,ESPORADICO
150321,yjqIg 2wau,2,75161,ESPORADICO
150322,NhTYKfzPFG,2,75161,ESPORADICO
150323,kRTxM2UKFB,1,75162,ESPORADICO
150324,ozQ7eVfAW3,1,75162,ESPORADICO
150325,14PFrzDLms,1,75163,ESPORADICO
150326,Ix6sc5YhX4,1,75163,ESPORADICO
150327,hg8Fmocqo6,1,75164,ESPORADICO
150328,A0lVChELX ,2,75164,ESPORADICO
150329,dA2Nb0WXUk,1,75165,ESPORADICO
150330,T8kuJVsi4L,3,75165,ESPORADICO
150331,mpqWmZIuXi,3,75166,ESPORADICO
150332,d7Rwycm6Xh,3,75166,ESPORADICO
150333,YzMOqqP0Sk,3,75167,ESPORADICO
150334,nUebT OQwR,1,75167,ESPORADICO
150335,UM4wKgHv0t,2,75168,ESPORADICO
150336,0969ORuuDP,4,75168,ESPORADICO
150337,mLUtc1FiIq,1,75169,ESPORADICO
150338,W3lf1j6cTo,2,75169,ESPORADICO
150339,xfsZoYrfy8,3,75170,ESPORADICO
150340,iseQrufXDI,2,75170,ESPORADICO
150341,Yji1eZpj8K,1,75171,ESPORADICO
150342,uHauOMrHrF,1,75171,ESPORADICO
150343,fUh6RN cdr,3,75172,ESPORADICO
150344,NC4Eg4AN5f,3,75172,ESPORADICO
150345,JI3cNqOlKW,1,75173,ESPORADICO
150346,jLjSXPK3XO,2,75173,ESPORADICO
150347,H32usHlEke,2,75174,ESPORADICO
150348,EKh93vr4YA,3,75174,ESPORADICO
150349,iz5WD8dg5t,1,75175,ESPORADICO
150350,Jm16eFqnPc,3,75175,ESPORADICO
150351,KEGRQCyuMD,2,75176,ESPORADICO
150352, W0TOog2gw,4,75176,ESPORADICO
150353,M DUgFi1Hf,1,75177,ESPORADICO
150354,QUl8XZHQhK,1,75177,ESPORADICO
150355,XaV2otABXP,3,75178,ESPORADICO
150356,mAVlfUpNZg,2,75178,ESPORADICO
150357,MRrs0etZDy,4,75179,ESPORADICO
150358,qNJulGlWvQ,3,75179,ESPORADICO
150359,kl6y7tKY3n,4,75180,ESPORADICO
150360,Gcqmd7VsGK,3,75180,ESPORADICO
150361,I00V0USdi2,2,75181,ESPORADICO
150362,CGdS2qPN4U,3,75181,ESPORADICO
150363,gfEMCjqBUD,2,75182,ESPORADICO
150364,ujbhapu6oS,2,75182,ESPORADICO
150365,aDLJvjrWUi,2,75183,ESPORADICO
150366,xAYJjWWzEy,4,75183,ESPORADICO
150367,2aJ3KUTGE4,3,75184,ESPORADICO
150368,PSDeJuRyN2,4,75184,ESPORADICO
150369,6b09K2BbGw,2,75185,ESPORADICO
150370,b1o1xiXK54,3,75185,ESPORADICO
150371,JOa5VDV2Jl,3,75186,ESPORADICO
150372,zfXaQogUsj,3,75186,ESPORADICO
150373,E6x5yEEEqn,4,75187,ESPORADICO
150374,jh1ixeivRj,1,75187,ESPORADICO
150375,rqJ8qXBnRu,1,75188,ESPORADICO
150376,AoqEmKp76Z,2,75188,ESPORADICO
150377,48oAjINPGG,2,75189,ESPORADICO
150378,YY9aRSP8sJ,2,75189,ESPORADICO
150379,sfbUw3xdAo,4,75190,ESPORADICO
150380,Y5SojXb15o,4,75190,ESPORADICO
150381,psdlK2B vG,4,75191,ESPORADICO
150382,JLJoBiHPAn,2,75191,ESPORADICO
150383,dHtaeSqsY0,3,75192,ESPORADICO
150384,Ce87aDQMr9,4,75192,ESPORADICO
150385,UmkMMEZzTw,1,75193,ESPORADICO
150386,gObGkx45ly,1,75193,ESPORADICO
150387,2pkrxpQG1l,1,75194,ESPORADICO
150388,JVhRYD5KBf,2,75194,ESPORADICO
150389,StiVAcsTvS,4,75195,ESPORADICO
150390,vFfahW7jDF,3,75195,ESPORADICO
150391,NaJe cOgqv,3,75196,ESPORADICO
150392,pItEWkVWnA,2,75196,ESPORADICO
150393,U1wZ50asxi,1,75197,ESPORADICO
150394,ayUVpBaFPZ,2,75197,ESPORADICO
150395,F6NGNOy md,3,75198,ESPORADICO
150396,YstU4fZLyi,2,75198,ESPORADICO
150397,b30bfzAcsM,1,75199,ESPORADICO
150398,LjBQ7qysck,1,75199,ESPORADICO
150399,UFHaRmkHwH,3,75200,ESPORADICO
150400,4P kBEDphD,4,75200,ESPORADICO
150401,lXWTBx7je ,3,75201,ESPORADICO
150402,cGwtSnmXQu,4,75201,ESPORADICO
150403,UV0FBbUwDa,3,75202,ESPORADICO
150404,pvWu1oO wj,4,75202,ESPORADICO
150405,rtUE6MHSs ,2,75203,ESPORADICO
150406,DhYpDoweEV,1,75203,ESPORADICO
150407,9fYqFrdHpH,3,75204,ESPORADICO
150408,eFXCvQ16C ,1,75204,ESPORADICO
150409,nIyr2HlFK2,1,75205,ESPORADICO
150410,GvYmGPAjQ6,3,75205,ESPORADICO
150411,81F2uOnN96,4,75206,ESPORADICO
150412,RoJfrRxWzD,3,75206,ESPORADICO
150413,FcjC5b5U6S,4,75207,ESPORADICO
150414,NJsVxTJ7aE,3,75207,ESPORADICO
150415,14IWm5JDT2,2,75208,ESPORADICO
150416,a1dNcNkS0z,4,75208,ESPORADICO
150417,KlukMW2Flt,2,75209,ESPORADICO
150418,9UlBtEWAOu,2,75209,ESPORADICO
150419,75AGzGrZzd,2,75210,ESPORADICO
150420,HRhKbGEiNj,3,75210,ESPORADICO
150421,6PHhCPruaE,2,75211,ESPORADICO
150422,XYVgkps1c5,2,75211,ESPORADICO
150423,evE oWQ13d,2,75212,ESPORADICO
150424,zi75VYj7Dj,3,75212,ESPORADICO
150425,PNYBb8WG6a,3,75213,ESPORADICO
150426,mSincKPejK,1,75213,ESPORADICO
150427,YwJmK7TxmT,2,75214,ESPORADICO
150428,PbFToHyX3q,3,75214,ESPORADICO
150429,R7BuAvCaDJ,4,75215,ESPORADICO
150430,UpB4il033s,1,75215,ESPORADICO
150431,uqPEyhLDbv,4,75216,ESPORADICO
150432,XVsKgUzBxU,1,75216,ESPORADICO
150433,CTOOIZ1UKN,2,75217,ESPORADICO
150434,ZjPMO0BpDW,2,75217,ESPORADICO
150435,KbnHCVF5R7,2,75218,ESPORADICO
150436,N4TPi3YeIv,2,75218,ESPORADICO
150437,k54O21f1sR,4,75219,ESPORADICO
150438,LXipb7rau3,4,75219,ESPORADICO
150439,0WCsOwlMRk,3,75220,ESPORADICO
150440,1Bl7pcwDwH,4,75220,ESPORADICO
150441,jS1NX EQb3,4,75221,ESPORADICO
150442,zAzR VyjJe,4,75221,ESPORADICO
150443,Craf2XPvYs,1,75222,ESPORADICO
150444,thi6GbsFWg,4,75222,ESPORADICO
150445,YdHU6vmVD4,1,75223,ESPORADICO
150446,kHEI8sNQcJ,4,75223,ESPORADICO
150447,sgc5CR149r,4,75224,ESPORADICO
150448,e MC5WIISH,3,75224,ESPORADICO
150449,O8ydVuinP ,1,75225,ESPORADICO
150450,1 ridOev7l,3,75225,ESPORADICO
150451,X34LEtX7GB,4,75226,ESPORADICO
150452,9USeWvgYnE,4,75226,ESPORADICO
150453,JZUrE5hwYz,1,75227,ESPORADICO
150454,OpgFKyTyxH,3,75227,ESPORADICO
150455,V7dobp6S8x,1,75228,ESPORADICO
150456,pOh6llPVUW,3,75228,ESPORADICO
150457,exYh3SYULD,3,75229,ESPORADICO
150458,wFdwpylO9T,2,75229,ESPORADICO
150459,mqG5iRQxp ,2,75230,ESPORADICO
150460,q6JF XGXc7,3,75230,ESPORADICO
150461,dTW6EDpDLj,3,75231,ESPORADICO
150462,TVWUujfZu4,4,75231,ESPORADICO
150463,dG75AvP0EL,1,75232,ESPORADICO
150464,2Z95Opwh2e,4,75232,ESPORADICO
150465,e17aQT yv6,4,75233,ESPORADICO
150466,3mcs3mEPm9,2,75233,ESPORADICO
150467,tMpQgOoETn,4,75234,ESPORADICO
150468,c15ATkbiCb,2,75234,ESPORADICO
150469,vWT2bDGQWT,3,75235,ESPORADICO
150470,BY9 2MZCXH,3,75235,ESPORADICO
150471,CHr64QT3uL,2,75236,ESPORADICO
150472,KtDvunpjq3,4,75236,ESPORADICO
150473,GqMmvei64j,2,75237,ESPORADICO
150474,sUShhb1NUv,3,75237,ESPORADICO
150475,TOgUkLJ4Jz,2,75238,ESPORADICO
150476,zftGluFjeb,1,75238,ESPORADICO
150477,C9al PHX6V,3,75239,ESPORADICO
150478,ufcUQGekCS,4,75239,ESPORADICO
150479,WeZoagjXDm,3,75240,ESPORADICO
150480,1Obkoniaw ,1,75240,ESPORADICO
150481,ZL7JefKkq5,1,75241,ESPORADICO
150482,DTIeQNhXRv,1,75241,ESPORADICO
150483,OQc1JpoDDh,3,75242,ESPORADICO
150484,VfTldszRZy,3,75242,ESPORADICO
150485,K3M7SjtUlD,1,75243,ESPORADICO
150486,ObOMR8Gpgo,3,75243,ESPORADICO
150487,dzKMju3u01,4,75244,ESPORADICO
150488,7HN4s yhVY,1,75244,ESPORADICO
150489, BDNX7EHS2,4,75245,ESPORADICO
150490,yDCin4Za9H,4,75245,ESPORADICO
150491,PZ9RWCCId4,1,75246,ESPORADICO
150492,BBbmDL5uEM,2,75246,ESPORADICO
150493,PD9SJbSGlw,2,75247,ESPORADICO
150494, RABMcHL9F,4,75247,ESPORADICO
150495,dUS1L2535X,2,75248,ESPORADICO
150496,EyF5czmDKH,2,75248,ESPORADICO
150497,mxImpQYIzl,4,75249,ESPORADICO
150498,d94YTBzGcZ,1,75249,ESPORADICO
150499,rRV6o0jllI,1,75250,ESPORADICO
150500, OsX5MNWf ,3,75250,ESPORADICO
150501,YZTg0mzNJ7,4,75251,ESPORADICO
150502,HAZWhR69i3,2,75251,ESPORADICO
150503,0ixcBsmR29,4,75252,ESPORADICO
150504,v8W1vcGf4c,2,75252,ESPORADICO
150505,o1Bn8Zdp P,2,75253,ESPORADICO
150506,6pvpYXa9EP,2,75253,ESPORADICO
150507,QbsiK3VBTO,1,75254,ESPORADICO
150508,7GXwJzQ1Oj,4,75254,ESPORADICO
150509,7TLj1XNDab,3,75255,ESPORADICO
150510,znPT kqZRg,3,75255,ESPORADICO
150511,AQb8TQUei8,3,75256,ESPORADICO
150512,8wOgI ECKh,3,75256,ESPORADICO
150513,y2KzayGrb5,4,75257,ESPORADICO
150514,CZ8wt LpUY,2,75257,ESPORADICO
150515,jKf0ztiUQA,1,75258,ESPORADICO
150516,lujVtl0lcf,3,75258,ESPORADICO
150517,i198O9NJ F,4,75259,ESPORADICO
150518,AY3vJTskZL,4,75259,ESPORADICO
150519,eFlU3bSmhP,4,75260,ESPORADICO
150520,9DwgJkWkjF,1,75260,ESPORADICO
150521,fajBmG69vE,1,75261,ESPORADICO
150522,sD1 zYJwXq,3,75261,ESPORADICO
150523,y7oo5UDFh1,2,75262,ESPORADICO
150524,UpeAATioSk,1,75262,ESPORADICO
150525,jaH SdYdx8,1,75263,ESPORADICO
150526,45BOnI9O1C,4,75263,ESPORADICO
